reward,f1,nhd
0.301895206,0.117647059,0.75
0.106896552,0,0.85
0.212744149,0.25,0.6
0.212177503,0.117647059,0.75
0.312411539,0.125,0.7
0.312411539,0.125,0.7
0.301895206,0.117647059,0.75
0.312411539,0.125,0.7
0.116896552,0,0.8
0.312411539,0.125,0.7
0.116896552,0,0.8
0.203269231,0.25,0.6
0.216015038,0.125,0.7
