reward,f1,nhd
0.581438127,0.4,0.45
0.260389036,0.266666667,0.55
0.638333333,0.5,0.3
0.776666667,0.461538462,0.35
0.626896552,0.307692308,0.45
0.803939394,0.428571429,0.4
0.616896552,0.285714286,0.5
0.618333333,0.428571429,0.4
0.461448551,0.285714286,0.5
0.764130435,0.533333333,0.35
0.606896552,0.4,0.45
0.422,0.571428571,0.3
0.608333333,0.533333333,0.35
0.491428571,0.307692308,0.45
0.776666667,0.461538462,0.35
0.776666667,0.461538462,0.35
0.775079365,0.571428571,0.3
0.616896552,0.428571429,0.4
0.427948718,0.571428571,0.3
0.552857143,0.428571429,0.4
0.775079365,0.714285714,0.2
0.436785714,0.571428571,0.3
0.527152962,0.571428571,0.3
0.550769231,0.615384615,0.25
0.765079365,0.666666667,0.25
0.483333333,0.533333333,0.35
0.471428571,0.533333333,0.35
0.765079365,0.666666667,0.25
0.606896552,0.533333333,0.35
0.426785714,0.533333333,0.35
0.444785068,0.571428571,0.3
0.471428571,0.533333333,0.35
0.765079365,0.666666667,0.25
0.764130435,0.533333333,0.35
0.764130435,0.533333333,0.35
0.764130435,0.533333333,0.35
0.51031746,0.4,0.45
0.765079365,0.666666667,0.25
0.280389036,0.307692308,0.45
0.270389036,0.428571429,0.4
0.438787879,0.428571429,0.4
0.270389036,0.285714286,0.5
0.616896552,0.428571429,0.4
0.469777778,0.533333333,0.35
0.260389036,0.4,0.45
0.353589744,0.428571429,0.4
0.270389036,0.285714286,0.5
0.616896552,0.285714286,0.5
0.281323529,0.142857143,0.6
0.353589744,0.428571429,0.4
0.343589744,0.533333333,0.35
0.291323529,0.153846154,0.55
0.626896552,0.461538462,0.35
0.364396552,0.461538462,0.35
0.616896552,0.428571429,0.4
0.353589744,0.428571429,0.4
0.95,1,0
0.086666667,0.153846154,0.55
0.086666667,0.153846154,0.55
0.086666667,0,0.65
0.096666667,0,0.6
